short_name,nationality_name,overall,potential,value_eur,international_reputation,pace,shooting,passing,defending,physic,player_positions
K. Hajdarević,Bosnia and Herzegovina,58,62,160000.0,1,66.0,56.0,50.0,34.0,70.0,"ST, RW, LW"
M. Gürbüzerol,Turkey,58,62,170000.0,1,73.0,59.0,48.0,26.0,41.0,ST
V. Papadopoulos,Greece,58,75,120000.0,1,77.0,59.0,40.0,27.0,58.0,"ST, RM, LM"
O. Çenik,Turkey,58,65,100000.0,1,64.0,29.0,41.0,59.0,63.0,CB
Ahn Jin Bum,Korea Republic,58,64,130000.0,1,66.0,51.0,60.0,41.0,46.0,"CAM, CF, CM, LB"
S. Kaban,Turkey,58,65,150000.0,1,67.0,45.0,59.0,45.0,53.0,CAM
S. Vervoort,Belgium,58,68,120000.0,1,63.0,45.0,58.0,51.0,54.0,"CAM, LB"
M. Deher,France,58,68,90000.0,1,71.0,35.0,48.0,56.0,73.0,"RB, CB, RM"
A. Şahbaz,Turkey,58,62,120000.0,1,63.0,31.0,33.0,59.0,62.0,"CB, LB"
B. Kılıç,Turkey,58,64,90000.0,1,61.0,30.0,30.0,62.0,55.0,CB
İ. Cengiz,Turkey,58,68,90000.0,1,62.0,30.0,35.0,58.0,64.0,CB
I. Alan,Turkey,58,66,130000.0,1,63.0,60.0,45.0,29.0,52.0,ST
F. Vazquez,Mexico,58,59,140000.0,1,59.0,32.0,40.0,61.0,65.0,LB
D. Galjen,Germany,57,70,375000.0,1,70.0,55.0,42.0,18.0,54.0,ST
Y. Kembo Diantela,France,57,66,325000.0,1,50.0,30.0,34.0,58.0,59.0,CB
N. Hernandez,United States,57,68,375000.0,1,66.0,54.0,55.0,43.0,54.0,"CM, CDM, CAM"
X. Severina,Netherlands,57,70,400000.0,1,76.0,53.0,50.0,28.0,44.0,LW
Yan Yuan,China PR,57,65,325000.0,1,55.0,38.0,46.0,58.0,65.0,CB
Jia Meilin,China PR,57,57,160000.0,1,71.0,61.0,49.0,27.0,57.0,"RW, RM"
J. Siwe,France,57,74,425000.0,1,63.0,58.0,44.0,24.0,47.0,ST
Á. Robles,Mexico,57,73,425000.0,1,60.0,58.0,46.0,22.0,45.0,ST
M. Al Sagour,Saudi Arabia,57,57,180000.0,1,81.0,46.0,50.0,38.0,54.0,"RM, LM"
M. Gendera,Poland,57,66,350000.0,1,73.0,25.0,43.0,50.0,54.0,RB
N. Maier,Switzerland,57,72,400000.0,1,68.0,49.0,59.0,35.0,47.0,"CAM, RM"
F. Maguire,England,57,75,400000.0,1,66.0,46.0,55.0,45.0,49.0,CM
Ö. Sert,Turkey,57,67,350000.0,1,64.0,50.0,58.0,37.0,45.0,CAM
M. Cihan,Turkey,57,66,350000.0,1,64.0,52.0,52.0,33.0,44.0,LM
F. Külekçi,Turkey,57,73,425000.0,1,70.0,61.0,46.0,23.0,49.0,ST
Ahn Kyung Chan,Korea Republic,57,65,375000.0,1,69.0,56.0,48.0,18.0,56.0,ST
Y. Basravi,Turkey,57,68,350000.0,1,66.0,57.0,49.0,31.0,39.0,"RW, LW"
E. Azcona,Dominican Republic,57,76,400000.0,1,67.0,54.0,49.0,23.0,44.0,"LW, CAM"
G. Barber,United States,57,72,400000.0,1,74.0,50.0,53.0,24.0,51.0,"RM, RW"
W. De Buyser,Belgium,57,71,375000.0,1,67.0,25.0,43.0,56.0,50.0,LB
M. Seyhan,Turkey,57,64,300000.0,1,61.0,41.0,56.0,52.0,59.0,CDM
O. Bacher,Austria,57,66,375000.0,1,62.0,57.0,40.0,20.0,57.0,ST
J. Marchand,Mexico,57,66,350000.0,1,65.0,40.0,54.0,56.0,55.0,CM
N. Tamás,Romania,57,73,425000.0,1,85.0,52.0,44.0,34.0,52.0,"LW, RM"
M. Dewaele,Belgium,57,66,350000.0,1,70.0,47.0,53.0,53.0,58.0,RWB
S. Eyango,France,57,74,425000.0,1,66.0,48.0,57.0,49.0,52.0,CM
W. Harris,United States,57,68,375000.0,1,70.0,58.0,38.0,20.0,52.0,ST
A. Pyndt,Denmark,57,68,350000.0,1,77.0,42.0,51.0,51.0,57.0,"CM, CDM, CAM"
B. Zempelin,Germany,57,66,350000.0,1,66.0,46.0,58.0,48.0,46.0,CM
U. Yıldız,Turkey,57,73,400000.0,1,62.0,32.0,37.0,59.0,55.0,RB
A. Norén,Sweden,57,67,350000.0,1,59.0,28.0,37.0,58.0,67.0,"CB, RB"
R. Mendoza,Mexico,57,62,250000.0,1,68.0,54.0,53.0,29.0,53.0,RM
R. Riza,Romania,57,69,400000.0,1,70.0,55.0,49.0,33.0,56.0,"RW, LM"
N. S'rifi,Belgium,57,66,350000.0,1,58.0,44.0,61.0,45.0,47.0,"CAM, CM"
S. Westra,Netherlands,57,70,375000.0,1,59.0,32.0,56.0,55.0,56.0,RB
L. Spokes,England,57,66,350000.0,1,73.0,50.0,54.0,53.0,69.0,CM
A. Diambo,Ghana,57,70,400000.0,1,65.0,47.0,50.0,54.0,64.0,"CM, CDM"
S. Asoma,Belgium,57,75,400000.0,1,63.0,41.0,51.0,57.0,54.0,"CDM, CB"
D. Longe-King,England,57,60,190000.0,1,64.0,23.0,39.0,56.0,71.0,CB
T. McNamee,Republic of Ireland,57,57,180000.0,1,67.0,51.0,54.0,44.0,50.0,"LM, CM, RM"
Zhou Qiming,China PR,57,60,200000.0,1,67.0,43.0,50.0,53.0,57.0,RB
H. Koide,Switzerland,57,74,425000.0,1,85.0,48.0,49.0,28.0,47.0,"RM, ST"
F. Borsos,Hungary,57,67,375000.0,1,57.0,59.0,42.0,21.0,59.0,ST
F. Rahimi,Kosovo,57,64,300000.0,1,72.0,25.0,40.0,55.0,65.0,CB
K. Koreniuk,United States,57,65,375000.0,1,71.0,50.0,52.0,25.0,51.0,LM
C. Engelhart,Mexico,57,69,400000.0,1,61.0,58.0,48.0,26.0,57.0,ST
K. Kamiya,Japan,57,63,240000.0,1,54.0,33.0,40.0,55.0,66.0,"CB, CDM"
S. Sjøkvist,Norway,57,67,375000.0,1,73.0,49.0,55.0,46.0,55.0,LM
L. Sanseviero,Uruguay,57,69,400000.0,1,71.0,52.0,48.0,23.0,50.0,RW
E. Molloy,Republic of Ireland,57,57,170000.0,1,69.0,52.0,50.0,36.0,54.0,"RM, LM"
R. Howarth,England,57,66,375000.0,1,81.0,53.0,46.0,28.0,53.0,"RW, CAM"
E. Crona,Sweden,57,71,400000.0,1,76.0,55.0,38.0,19.0,66.0,ST
T. Allarakhia,England,57,65,375000.0,1,78.0,48.0,50.0,27.0,42.0,RM
G. Hornshaw,England,57,68,350000.0,1,67.0,45.0,52.0,51.0,58.0,"RB, RWB"
P. Niyongabire,Burundi,57,69,400000.0,1,88.0,44.0,45.0,29.0,53.0,RM
İ. Karakaş,Turkey,57,66,375000.0,1,59.0,58.0,43.0,25.0,67.0,ST
A. Salam,Egypt,57,71,400000.0,1,69.0,44.0,55.0,46.0,58.0,"LM, LB"
A. Sow,Senegal,57,71,400000.0,1,73.0,50.0,49.0,31.0,38.0,RW
S. Gucciardo,Turkey,57,64,325000.0,1,68.0,55.0,48.0,19.0,46.0,"LM, ST, LW"
Gonçalo Oliveira,Portugal,57,72,400000.0,1,58.0,61.0,45.0,23.0,40.0,ST
M. Doué,France,57,71,375000.0,1,58.0,29.0,32.0,59.0,65.0,CB
T. Fernández,Argentina,57,67,350000.0,1,55.0,32.0,35.0,62.0,53.0,CB
Luo Yi,China PR,57,57,90000.0,1,65.0,48.0,54.0,52.0,52.0,"LB, RB"
C. Popescu,Romania,57,69,375000.0,1,71.0,47.0,52.0,40.0,55.0,"RM, CM"
Park Jung In,Korea Republic,57,72,400000.0,1,71.0,42.0,55.0,36.0,58.0,"CAM, LM"
Shin Jae Won,Korea Republic,57,67,350000.0,1,76.0,46.0,51.0,51.0,55.0,RWB
A. Niță,Romania,57,76,400000.0,1,72.0,48.0,53.0,33.0,45.0,"LW, RW"
F. Nevarez,Mexico,57,72,375000.0,1,58.0,39.0,53.0,54.0,47.0,RB
U. Đuranović,Montenegro,57,58,200000.0,1,64.0,55.0,54.0,33.0,65.0,ST
E. Iversen,Norway,57,71,400000.0,1,65.0,46.0,55.0,55.0,54.0,CM
A. Stoica,Romania,57,70,400000.0,1,68.0,57.0,44.0,19.0,53.0,ST
J. Ras,Netherlands,57,68,375000.0,1,59.0,49.0,57.0,53.0,60.0,CM
Z. Issaka,Japan,57,63,250000.0,1,68.0,55.0,52.0,41.0,63.0,"RM, RB"
C. Borțoneanu,Romania,57,71,400000.0,1,68.0,49.0,56.0,41.0,55.0,CM
B. Kırdaroğlu,Turkey,57,72,400000.0,1,69.0,55.0,51.0,41.0,42.0,"LM, LB"
F. Mattoir,Comoros,57,69,400000.0,1,70.0,61.0,51.0,24.0,42.0,"LM, CAM"
A. Negrea,Romania,57,67,350000.0,1,81.0,34.0,42.0,54.0,51.0,LB
B. Skaret,Norway,57,75,400000.0,1,57.0,29.0,43.0,57.0,62.0,CB
H. Takeda,Japan,57,71,375000.0,1,67.0,50.0,59.0,37.0,57.0,"CAM, CM, RM"
Y. Miyamoto,Japan,57,66,350000.0,1,69.0,33.0,52.0,53.0,63.0,"CDM, RB"
M. Chol,Sudan,57,65,375000.0,1,63.0,52.0,50.0,26.0,58.0,"RM, ST"
D. Dodson,United States,57,68,375000.0,1,65.0,58.0,36.0,18.0,60.0,ST
J. Münzner,Germany,57,67,350000.0,1,63.0,38.0,57.0,54.0,50.0,"CDM, CB"
Yu Su Cheol,Korea Republic,57,59,170000.0,1,63.0,26.0,34.0,55.0,63.0,CB
Ji Xiaoxuan,China PR,57,57,170000.0,1,68.0,50.0,53.0,29.0,41.0,CAM
S. Olszar,Poland,57,57,110000.0,1,61.0,56.0,44.0,28.0,63.0,"ST, CF"
D. Kavanagh,Republic of Ireland,57,57,160000.0,1,64.0,58.0,55.0,29.0,68.0,"ST, RM"
J. Devera,England,57,57,130000.0,1,55.0,28.0,51.0,60.0,63.0,"CB, RB, LB"
F. Seidou,France,57,57,160000.0,1,68.0,59.0,37.0,33.0,54.0,ST
B. Griffiths,Australia,57,61,130000.0,1,61.0,25.0,33.0,59.0,72.0,CB
P. Rakotoharisoa,France,57,62,150000.0,1,90.0,45.0,55.0,28.0,37.0,CAM
M. Liddle,Republic of Ireland,57,60,130000.0,1,67.0,24.0,47.0,55.0,68.0,LB
K. Djilali,England,57,64,130000.0,1,86.0,54.0,50.0,33.0,64.0,"LM, RM, CAM"
V. Aanestad,Norway,57,59,130000.0,1,65.0,41.0,48.0,54.0,61.0,RB
Alessandro Pereira,Brazil,57,57,80000.0,1,69.0,42.0,55.0,51.0,72.0,LB
K. Lindberg,Denmark,57,66,130000.0,1,76.0,62.0,46.0,28.0,44.0,"RW, LW, LM, RM"
A. Al Shagran,Jordan,57,60,120000.0,1,61.0,47.0,60.0,50.0,61.0,"CDM, CM"
K. Hutton,Scotland,57,62,130000.0,1,69.0,39.0,58.0,54.0,68.0,"CM, CDM"
A. Dahlström,Sweden,57,61,130000.0,1,78.0,48.0,50.0,51.0,50.0,LM
Jung Sung Min,Korea Republic,57,63,170000.0,1,65.0,56.0,57.0,31.0,62.0,"ST, CAM, CF"
D. East,England,57,66,100000.0,1,70.0,33.0,50.0,55.0,69.0,"RB, LB"
A. Meola,Italy,57,64,130000.0,1,67.0,23.0,42.0,56.0,62.0,"RB, RM"
S. Takazov,Russia,57,65,100000.0,1,56.0,38.0,49.0,59.0,55.0,"CB, RB"
S. Carswell,Scotland,57,68,120000.0,1,71.0,43.0,58.0,52.0,61.0,"CM, RM"
L. Hornby,England,57,66,120000.0,1,71.0,47.0,60.0,45.0,56.0,CM
A. Vasilyev,Russia,57,65,100000.0,1,58.0,31.0,35.0,63.0,60.0,"RB, LB"
S. Isci,Turkey,57,69,90000.0,1,65.0,34.0,51.0,57.0,52.0,RB
N. Buddle,England,57,65,100000.0,1,61.0,30.0,26.0,58.0,66.0,CB
S. Al Issa,Saudi Arabia,57,60,140000.0,1,78.0,24.0,47.0,54.0,59.0,"RB, LB"
A. Buhumail,Saudi Arabia,57,57,150000.0,1,57.0,29.0,60.0,40.0,69.0,"RM, RB"
J. Goodman,England,57,67,100000.0,1,60.0,40.0,38.0,58.0,59.0,CB
J. Hagawi,Saudi Arabia,57,57,80000.0,1,44.0,28.0,39.0,55.0,74.0,"CB, RB"
T. Burghuber,Austria,57,64,100000.0,1,78.0,43.0,50.0,58.0,42.0,"LB, LM"
T. Elewah,Saudi Arabia,57,59,170000.0,1,69.0,57.0,40.0,26.0,54.0,ST
D. Symington,England,57,68,120000.0,1,77.0,47.0,54.0,32.0,58.0,"RM, RWB"
L. Meikle,England,57,57,160000.0,1,79.0,51.0,48.0,33.0,56.0,"RM, LM"
D. Kramar,Slovenia,57,65,100000.0,1,74.0,31.0,40.0,62.0,54.0,LB
N. Staerck-Weille,France,57,66,120000.0,1,60.0,40.0,58.0,61.0,59.0,CM
E. Góngora,Colombia,57,61,130000.0,1,82.0,39.0,51.0,27.0,60.0,RM
R. Rosero,Colombia,57,57,130000.0,1,70.0,51.0,53.0,58.0,58.0,CM
Jeong Chung Gun,Korea Republic,57,72,120000.0,1,68.0,59.0,44.0,29.0,45.0,ST
I. Lachalde,Argentina,57,62,120000.0,1,66.0,52.0,52.0,31.0,47.0,RM
M. Jelavic,Croatia,57,67,130000.0,1,57.0,60.0,43.0,28.0,60.0,ST
F. Boni,Italy,57,67,90000.0,1,55.0,30.0,31.0,61.0,57.0,CB
F. Gaetano,Italy,57,64,120000.0,1,55.0,51.0,56.0,43.0,48.0,CAM
O. Oschkenat,Germany,57,67,100000.0,1,53.0,32.0,40.0,57.0,60.0,CB
J. Remiti,France,57,63,80000.0,1,57.0,40.0,55.0,59.0,47.0,CDM
S. Schwendinger,Austria,57,64,80000.0,1,59.0,31.0,48.0,62.0,60.0,CDM
D. Mustafa,Sweden,57,65,130000.0,1,56.0,58.0,41.0,28.0,60.0,ST
Nacho Porcar,Spain,57,64,100000.0,1,60.0,34.0,45.0,57.0,56.0,"CB, RB, LB"
Kim Seul Ki,Korea Republic,57,65,120000.0,1,69.0,44.0,54.0,24.0,63.0,"RM, LM"
E. Sorin,France,57,65,120000.0,1,64.0,38.0,56.0,55.0,60.0,CM
P. Hauck,Germany,57,66,120000.0,1,67.0,47.0,58.0,48.0,60.0,"CM, CAM"
D. McQueen,England,57,66,120000.0,1,84.0,56.0,43.0,27.0,48.0,"ST, LM"
A. Tsybikov,Russia,57,61,100000.0,1,86.0,30.0,38.0,60.0,42.0,"RB, RM"
J. Salamon,Austria,57,62,150000.0,1,65.0,60.0,37.0,28.0,54.0,ST
R. Özkan,Turkey,57,61,90000.0,1,60.0,38.0,56.0,53.0,58.0,"CDM, CM, CAM"
D. Deflem,Belgium,57,65,120000.0,1,76.0,52.0,53.0,49.0,56.0,"LM, LWB"
D. Sadzawicki,Poland,57,60,100000.0,1,64.0,26.0,37.0,58.0,63.0,"CB, RB"
R. Fecunda,Curacao,57,66,90000.0,1,70.0,31.0,45.0,57.0,52.0,RB
Jorge Hernández,Spain,57,65,130000.0,1,63.0,46.0,58.0,46.0,49.0,"CAM, CF"
G. Artun,Turkey,57,63,110000.0,1,64.0,51.0,60.0,40.0,44.0,"CM, CF"
G. Foresta,Italy,57,65,120000.0,1,67.0,46.0,55.0,33.0,37.0,CAM
El Morabet,Morocco,57,62,90000.0,1,56.0,42.0,53.0,57.0,59.0,"CDM, CAM"
Josito,Spain,57,62,100000.0,1,63.0,36.0,39.0,59.0,56.0,RB
S. Adeleke,Nigeria,57,64,100000.0,1,67.0,29.0,49.0,57.0,66.0,"LB, CDM"
L. Scholl,Germany,57,76,120000.0,1,67.0,48.0,58.0,42.0,45.0,"CAM, RW"
Y. Reuten,Belgium,57,65,80000.0,1,60.0,35.0,61.0,50.0,62.0,CDM
H. Boukhari,Morocco,57,70,120000.0,1,65.0,56.0,53.0,32.0,51.0,ST
E. Báez,Argentina,57,65,100000.0,1,63.0,27.0,43.0,60.0,67.0,RB
Txema Pan,Spain,57,63,130000.0,1,64.0,57.0,46.0,28.0,56.0,ST
I. Chudin,Russia,57,64,150000.0,1,66.0,46.0,60.0,47.0,59.0,CM
K. Bülbül,Turkey,57,63,120000.0,1,58.0,48.0,63.0,44.0,59.0,"CAM, ST, CF"
P. Postma,Netherlands,57,68,120000.0,1,63.0,58.0,43.0,26.0,48.0,ST
S. Pozatzidis,Greece,57,65,100000.0,1,63.0,41.0,51.0,58.0,59.0,"LB, CB"
K. Benitez,Colombia,57,65,120000.0,1,75.0,55.0,48.0,28.0,58.0,ST
J. Piris,Argentina,57,63,150000.0,1,62.0,58.0,42.0,26.0,42.0,ST
F. Bilem,Turkey,57,69,90000.0,1,68.0,32.0,40.0,57.0,66.0,LB
K. Ari,Turkey,57,63,110000.0,1,68.0,60.0,55.0,26.0,48.0,"LM, ST"
M. Çoban,Turkey,57,64,120000.0,1,62.0,37.0,40.0,62.0,57.0,LB
F. Segovia,Argentina,57,63,140000.0,1,54.0,32.0,36.0,56.0,68.0,CB
S. Garakoev,Russia,57,60,120000.0,1,69.0,67.0,49.0,32.0,54.0,"LW, RW, CF"
F. Arce Jr.,United States,57,64,100000.0,1,56.0,42.0,57.0,56.0,65.0,CM
V. Muñoz,Spain,57,64,130000.0,1,65.0,44.0,58.0,26.0,48.0,LW
K. Baiden,Ghana,57,64,90000.0,1,73.0,41.0,46.0,55.0,60.0,CDM
Y. Togande,France,57,63,100000.0,1,61.0,31.0,41.0,59.0,56.0,RB
Ó. Villarreal,Colombia,57,57,90000.0,1,58.0,58.0,34.0,29.0,51.0,ST
T. Saric,Croatia,57,63,150000.0,1,64.0,49.0,57.0,49.0,69.0,CM
B. Ben Daoud,France,57,66,120000.0,1,66.0,44.0,58.0,45.0,65.0,"CM, CAM, CF"
A. Sobarzo,Chile,57,63,130000.0,1,56.0,59.0,36.0,28.0,51.0,ST
M. Hende,Denmark,57,64,130000.0,1,67.0,61.0,50.0,37.0,67.0,"LW, RM"
C. Escudero,Chile,57,57,40000.0,1,46.0,51.0,59.0,33.0,68.0,LM
J. Lueiza,Chile,57,62,120000.0,1,66.0,42.0,56.0,41.0,50.0,RM
C. Magaña,Chile,57,64,120000.0,1,55.0,26.0,41.0,59.0,72.0,"RB, CB"
Kim Min Soo,Korea Republic,57,59,150000.0,1,68.0,53.0,54.0,26.0,54.0,"RW, RM, CAM"
Kim Ji Woong,Korea Republic,57,62,130000.0,1,70.0,27.0,53.0,55.0,69.0,"LB, LM"
Rober Suarez,Spain,57,69,90000.0,1,67.0,38.0,51.0,56.0,64.0,"CB, CDM"
A. Arena,United States,57,61,120000.0,1,50.0,26.0,44.0,55.0,57.0,"CB, LB"
Song Won Jae,Korea Republic,57,59,150000.0,1,60.0,53.0,60.0,44.0,52.0,"CM, LM, LW"
R. Caira,Australia,57,63,100000.0,1,77.0,34.0,51.0,56.0,60.0,LB
L. Walbrecq,Belgium,57,76,100000.0,1,69.0,50.0,53.0,28.0,39.0,LM
H. Al Sandal,Saudi Arabia,57,57,80000.0,1,51.0,27.0,28.0,57.0,68.0,CB
M. Taddei,Italy,57,61,130000.0,1,58.0,43.0,60.0,58.0,54.0,CM
H. Gligor,Australia,57,64,110000.0,1,70.0,40.0,57.0,45.0,43.0,"CM, CDM"
B. Alderson,Canada,57,67,120000.0,1,63.0,50.0,55.0,46.0,57.0,CM
H. Jumper,United States,57,63,140000.0,1,69.0,30.0,49.0,55.0,68.0,"LB, CB"
Choi Jong Hwan,Korea Republic,57,61,140000.0,1,76.0,49.0,60.0,52.0,69.0,"RB, CAM, CM"
L. Remedi,Italy,57,65,130000.0,1,68.0,37.0,55.0,46.0,59.0,CM
B. Lawrence,England,57,70,100000.0,1,69.0,46.0,59.0,42.0,42.0,CM
S. McGinty,Republic of Ireland,57,63,100000.0,1,58.0,25.0,35.0,58.0,63.0,"CB, LB"
J. Nicholson,England,57,65,120000.0,1,63.0,42.0,58.0,40.0,55.0,CM
G. Bowerman,England,57,66,130000.0,1,65.0,58.0,43.0,26.0,53.0,ST
M. Montaño,Colombia,57,63,150000.0,1,79.0,55.0,47.0,27.0,57.0,ST
B. Neziroğluları,Turkey,57,65,120000.0,1,70.0,35.0,47.0,58.0,60.0,LB
C. Shanosky,United States,57,66,100000.0,1,57.0,47.0,52.0,53.0,61.0,CB
P. Sparrdal-Mantilla,Sweden,57,67,100000.0,1,60.0,29.0,36.0,58.0,66.0,CB
M. Bagaev,Russia,57,57,110000.0,1,60.0,43.0,61.0,55.0,59.0,"RB, RM"
Sava Bento,Portugal,57,63,150000.0,1,66.0,47.0,54.0,45.0,63.0,"CAM, CM"
W. Hatfield,England,57,64,120000.0,1,67.0,47.0,51.0,32.0,47.0,"RM, CAM, LM"
M. Gundelach,Denmark,57,64,100000.0,1,66.0,47.0,60.0,54.0,61.0,"RB, RW, RM, CDM"
S. Khizhnichenko,Kazakhstan,57,64,130000.0,1,62.0,62.0,42.0,29.0,73.0,CF
S. Taiwo,Nigeria,57,57,130000.0,1,75.0,50.0,55.0,55.0,72.0,"CM, CDM"
P. Black,England,57,61,130000.0,1,75.0,32.0,47.0,54.0,71.0,LB
R. Higgins,Northern Ireland,57,57,130000.0,1,55.0,59.0,60.0,54.0,71.0,CM
A. Bond,England,57,57,140000.0,1,51.0,60.0,54.0,55.0,64.0,"CM, CAM"
M. Rossiter,Republic of Ireland,57,57,90000.0,1,54.0,45.0,51.0,56.0,68.0,"CB, RB"
I. Davoren,Republic of Ireland,57,57,120000.0,1,72.0,50.0,51.0,56.0,64.0,"LB, LM"
C. Sedgwick,England,57,57,60000.0,1,41.0,55.0,62.0,40.0,56.0,"CM, RM"
D. Nossa,Italy,57,57,110000.0,1,48.0,30.0,32.0,57.0,68.0,CB
L. Bell,England,57,57,80000.0,1,61.0,43.0,49.0,55.0,71.0,"CDM, CM"
P. Sinnott,Republic of Ireland,57,57,90000.0,1,32.0,35.0,50.0,55.0,65.0,"CB, CDM"
A. Al Suhail,Saudi Arabia,57,57,120000.0,1,68.0,52.0,47.0,34.0,64.0,RM
E. Wearen,Republic of Ireland,57,63,160000.0,1,64.0,57.0,58.0,47.0,56.0,"CM, CDM"
H. Douglas,Republic of Ireland,57,61,130000.0,1,67.0,45.0,49.0,56.0,66.0,RB
D. Pipe,Wales,57,57,70000.0,1,60.0,26.0,59.0,47.0,84.0,"RWB, RB"
A. Nedrebø,Norway,57,57,90000.0,1,67.0,43.0,48.0,54.0,54.0,"RB, RM"
J. Berthelsen,Denmark,57,57,90000.0,1,59.0,35.0,46.0,55.0,64.0,"CB, RB"
M. Perchtold,Austria,57,57,120000.0,1,59.0,59.0,53.0,56.0,60.0,"CM, CDM"
Kim Se Hun,Korea Republic,57,57,130000.0,1,56.0,53.0,47.0,39.0,57.0,ST
Gwon Jin Yeong,Korea Republic,57,62,130000.0,1,70.0,29.0,36.0,61.0,56.0,RB
P. McGlynn,Republic of Ireland,57,57,120000.0,1,70.0,44.0,53.0,54.0,64.0,"RM, LM"
B. Reyes,Colombia,57,61,160000.0,1,74.0,54.0,52.0,38.0,51.0,CAM
T. Beere,England,57,65,170000.0,1,71.0,52.0,55.0,48.0,63.0,"CM, RM"
B. Cubillos,Chile,57,61,150000.0,1,58.0,50.0,52.0,45.0,63.0,CM
A. Sesay,Sierra Leone,57,65,150000.0,1,64.0,27.0,41.0,58.0,56.0,"CB, RB"
J. Sullivan,Republic of Ireland,57,59,120000.0,1,53.0,49.0,54.0,56.0,62.0,"CDM, CM"
M. Ochieng,Australia,57,68,160000.0,1,73.0,29.0,36.0,57.0,59.0,RB
M. McSweeney,Republic of Ireland,57,57,90000.0,1,65.0,34.0,45.0,57.0,59.0,"RB, CB"
B. Bawling,England,57,63,140000.0,1,81.0,48.0,51.0,47.0,53.0,RWB
R. Woodcock,Australia,57,65,150000.0,1,64.0,41.0,48.0,55.0,61.0,LB
Z. Messoudi,Canada,57,64,170000.0,1,69.0,43.0,54.0,39.0,56.0,"CAM, CM"
P. Żemło,Poland,57,65,150000.0,1,58.0,27.0,36.0,58.0,67.0,CB
D. Ruiz,Colombia,57,67,190000.0,1,64.0,50.0,51.0,51.0,60.0,"RM, LM"
A. McQueen,England,57,65,150000.0,1,54.0,32.0,37.0,64.0,57.0,"RB, RWB"
D. Alessi,Australia,57,67,140000.0,1,63.0,29.0,45.0,53.0,59.0,"RB, CB"
C. Fernandez,United States,57,69,190000.0,1,68.0,49.0,52.0,39.0,61.0,CM
B. McKendry,Canada,57,64,160000.0,1,63.0,43.0,52.0,53.0,65.0,"CM, CDM"
S. El Fitouri,Libya,57,67,170000.0,1,60.0,34.0,43.0,58.0,58.0,RB
Oh Yeong Jun,Korea Republic,57,63,160000.0,1,54.0,51.0,61.0,39.0,44.0,CM
P. Gluhakovic,Austria,57,66,160000.0,1,63.0,43.0,48.0,60.0,66.0,"RB, RWB"
M. Nicoletti,Italy,57,72,200000.0,1,69.0,32.0,46.0,53.0,60.0,LB
S. Dhaflaoui,Tunisia,57,68,200000.0,1,73.0,49.0,55.0,32.0,46.0,RW
Kim Boo Gwan,Korea Republic,57,58,140000.0,1,54.0,52.0,53.0,49.0,50.0,"RW, LW"
D. Syme,Scotland,57,71,220000.0,1,63.0,24.0,32.0,58.0,57.0,"CB, RB"
J. Holldack,Germany,57,70,200000.0,1,74.0,38.0,49.0,50.0,62.0,"RB, CDM"
M. Gash,England,57,57,120000.0,1,55.0,55.0,41.0,33.0,63.0,ST
K. Kujawa,Poland,57,68,180000.0,1,62.0,30.0,31.0,58.0,67.0,CB
E. Łupiński,Poland,57,64,160000.0,1,63.0,39.0,53.0,56.0,69.0,CM
J. Orrell,England,57,68,180000.0,1,79.0,56.0,41.0,26.0,58.0,ST
A. Frank,Austria,57,66,190000.0,1,52.0,60.0,43.0,20.0,54.0,ST
V. Castrillon,Colombia,57,67,170000.0,1,66.0,41.0,52.0,50.0,59.0,CDM
K. Al Magraby,Saudi Arabia,57,61,130000.0,1,63.0,28.0,44.0,55.0,52.0,RB
A. Breimyr,Norway,57,67,190000.0,1,60.0,47.0,54.0,49.0,53.0,CM
R. Sido,Burkina Faso,57,68,200000.0,1,66.0,46.0,57.0,50.0,62.0,LM
M. Ávila,Chile,57,74,230000.0,1,67.0,45.0,51.0,52.0,64.0,CM
F. Michalsen,Norway,57,71,240000.0,1,68.0,50.0,59.0,54.0,59.0,CM
R. Rosenqvist,Sweden,57,65,150000.0,1,64.0,45.0,55.0,42.0,50.0,CM
D. McNulty,Northern Ireland,57,62,130000.0,1,59.0,28.0,37.0,60.0,74.0,"RB, CB, CDM"
J. Katebian,Australia,57,66,190000.0,1,72.0,56.0,42.0,21.0,51.0,ST
H. Monaghan,Scotland,57,66,180000.0,1,59.0,51.0,57.0,53.0,59.0,CM
C. Rubiano,Colombia,57,67,190000.0,1,66.0,54.0,50.0,52.0,57.0,CM
M. Hollingsworth,United States,57,64,140000.0,1,72.0,56.0,39.0,57.0,57.0,LB
R. Liburd,England,57,63,170000.0,1,63.0,54.0,40.0,29.0,70.0,ST
K. Fujimura,Japan,57,66,180000.0,1,73.0,47.0,53.0,45.0,62.0,CM
S. Kanazawa,Japan,57,57,70000.0,1,45.0,54.0,55.0,52.0,57.0,"CDM, CM"
E. Jones,England,57,79,250000.0,1,86.0,53.0,47.0,24.0,57.0,ST
T. Nakahara,Japan,57,57,100000.0,1,53.0,58.0,38.0,29.0,72.0,ST
D. Sakata,Japan,57,57,80000.0,1,43.0,56.0,52.0,31.0,65.0,"CF, LM"
D. Hatakka,Finland,57,65,150000.0,1,76.0,28.0,42.0,56.0,62.0,RB
Choi Myeong Jin,Korea Republic,57,65,180000.0,1,65.0,51.0,54.0,32.0,50.0,"CAM, ST"
